,SON_PV,MUL_PV,BCS_PV,CHIH_PV,JAL_PV,GUE_PV,TAM_PV,PUE_PV,VER_PV,OAX_PV,CHIA_PV,YUC_PV
2019-02-17 12:00:00,0.745,0.804,0.796,0.844,0.795,0.798,0.737,0.8250000000000001,0.725,0.765,0.734,0.757
2019-02-17 13:00:00,0.76,0.8290000000000001,0.81,0.834,0.787,0.774,0.717,0.798,0.6980000000000001,0.734,0.6900000000000001,0.6990000000000001
2019-02-17 14:00:00,0.741,0.807,0.775,0.754,0.733,0.704,0.647,0.725,0.624,0.655,0.6000000000000001,0.594
2019-02-17 15:00:00,0.677,0.71,0.6900000000000001,0.6000000000000001,0.629,0.584,0.511,0.599,0.493,0.526,0.46,0.435
2019-02-17 16:00:00,0.542,0.5680000000000001,0.547,0.382,0.47,0.408,0.331,0.415,0.311,0.339,0.265,0.223
2019-02-17 17:00:00,0.342,0.333,0.32,0.171,0.253,0.176,0.111,0.172,0.094,0.108,0.051,0.019
2019-02-17 18:00:00,0.103,0.107,0.055,0.016,0.033,0.001,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-17 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-17 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-17 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-17 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-17 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.017,0.035
2019-02-18 07:00:00,0.0,0.0,0.0,0.0,0.06,0.189,0.134,0.223,0.088,0.168,0.23,0.268
2019-02-18 08:00:00,0.068,0.063,0.07,0.039,0.334,0.415,0.351,0.453,0.293,0.398,0.436,0.463
2019-02-18 09:00:00,0.324,0.221,0.184,0.11,0.537,0.588,0.523,0.63,0.529,0.5690000000000001,0.59,0.627
2019-02-18 10:00:00,0.538,0.447,0.316,0.203,0.678,0.704,0.656,0.749,0.661,0.678,0.6880000000000001,0.714
2019-02-18 11:00:00,0.65,0.5750000000000001,0.489,0.273,0.764,0.769,0.73,0.8140000000000001,0.734,0.735,0.736,0.749
2019-02-18 12:00:00,0.713,0.667,0.662,0.299,0.8,0.788,0.754,0.8300000000000001,0.764,0.754,0.736,0.739
2019-02-18 13:00:00,0.712,0.73,0.681,0.302,0.791,0.765,0.735,0.801,0.736,0.724,0.6920000000000001,0.683
2019-02-18 14:00:00,0.672,0.683,0.616,0.255,0.737,0.6970000000000001,0.653,0.727,0.658,0.643,0.6000000000000001,0.579
2019-02-18 15:00:00,0.579,0.644,0.545,0.186,0.632,0.579,0.524,0.601,0.525,0.516,0.454,0.424
2019-02-18 16:00:00,0.447,0.546,0.464,0.123,0.474,0.405,0.337,0.418,0.34,0.332,0.255,0.213
2019-02-18 17:00:00,0.256,0.348,0.239,0.049,0.256,0.174,0.109,0.176,0.112,0.104,0.046,0.017
2019-02-18 18:00:00,0.083,0.1,0.048,0.002,0.033,0.001,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-18 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.034
2019-02-19 07:00:00,0.0,0.0,0.001,0.02,0.039,0.137,0.12,0.217,0.108,0.124,0.163,0.275
2019-02-19 08:00:00,0.087,0.129,0.199,0.33,0.26,0.39,0.342,0.453,0.348,0.321,0.37,0.479
2019-02-19 09:00:00,0.367,0.384,0.428,0.561,0.541,0.591,0.55,0.633,0.547,0.552,0.553,0.623
2019-02-19 10:00:00,0.579,0.587,0.61,0.724,0.684,0.713,0.679,0.754,0.674,0.674,0.664,0.714
2019-02-19 11:00:00,0.723,0.728,0.739,0.8250000000000001,0.773,0.779,0.753,0.8220000000000001,0.741,0.735,0.715,0.751
2019-02-19 12:00:00,0.807,0.81,0.806,0.869,0.811,0.799,0.771,0.842,0.762,0.756,0.714,0.743
2019-02-19 13:00:00,0.837,0.835,0.8210000000000001,0.864,0.794,0.775,0.741,0.8160000000000001,0.73,0.727,0.675,0.6880000000000001
2019-02-19 14:00:00,0.8130000000000001,0.796,0.787,0.811,0.716,0.705,0.663,0.743,0.648,0.65,0.582,0.586
2019-02-19 15:00:00,0.735,0.6960000000000001,0.6990000000000001,0.7010000000000001,0.605,0.585,0.533,0.616,0.519,0.521,0.421,0.429
2019-02-19 16:00:00,0.597,0.558,0.554,0.529,0.456,0.41,0.351,0.433,0.334,0.337,0.235,0.217
2019-02-19 17:00:00,0.394,0.387,0.341,0.291,0.251,0.179,0.122,0.187,0.11,0.109,0.041,0.019
2019-02-19 18:00:00,0.134,0.107,0.08,0.034,0.035,0.002,0.0,0.001,0.0,0.0,0.0,0.0
2019-02-19 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-19 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.016,0.052
2019-02-20 07:00:00,0.0,0.0,0.0,0.001,0.046,0.19,0.064,0.223,0.13,0.195,0.219,0.313
2019-02-20 08:00:00,0.083,0.025,0.192,0.068,0.286,0.42,0.209,0.457,0.336,0.429,0.425,0.508
2019-02-20 09:00:00,0.345,0.116,0.377,0.172,0.548,0.593,0.481,0.634,0.496,0.597,0.577,0.646
2019-02-20 10:00:00,0.544,0.252,0.409,0.473,0.6900000000000001,0.709,0.6960000000000001,0.752,0.646,0.708,0.675,0.73
2019-02-20 11:00:00,0.6910000000000001,0.393,0.407,0.651,0.776,0.775,0.772,0.8200000000000001,0.7010000000000001,0.766,0.722,0.763
2019-02-20 12:00:00,0.788,0.526,0.42,0.649,0.8130000000000001,0.795,0.794,0.839,0.7010000000000001,0.78,0.721,0.751
2019-02-20 13:00:00,0.8220000000000001,0.614,0.396,0.534,0.805,0.771,0.768,0.8130000000000001,0.659,0.747,0.673,0.6960000000000001
2019-02-20 14:00:00,0.798,0.586,0.318,0.389,0.751,0.7020000000000001,0.6920000000000001,0.739,0.485,0.668,0.58,0.588
2019-02-20 15:00:00,0.6960000000000001,0.5680000000000001,0.198,0.294,0.648,0.582,0.56,0.612,0.378,0.536,0.43,0.415
2019-02-20 16:00:00,0.452,0.501,0.142,0.158,0.488,0.407,0.371,0.427,0.226,0.349,0.24,0.213
2019-02-20 17:00:00,0.16,0.353,0.111,0.053,0.267,0.177,0.134,0.183,0.073,0.116,0.043,0.016
2019-02-20 18:00:00,0.028,0.121,0.02,0.003,0.039,0.002,0.0,0.001,0.0,0.0,0.0,0.0
2019-02-20 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-20 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.017,0.045
2019-02-21 07:00:00,0.0,0.0,0.0,0.014,0.044,0.18,0.143,0.181,0.144,0.213,0.224,0.289
2019-02-21 08:00:00,0.051,0.023,0.205,0.252,0.294,0.41,0.363,0.447,0.357,0.428,0.431,0.485
2019-02-21 09:00:00,0.27,0.123,0.445,0.482,0.538,0.591,0.556,0.632,0.525,0.593,0.585,0.622
2019-02-21 10:00:00,0.447,0.249,0.629,0.68,0.677,0.71,0.685,0.754,0.673,0.7020000000000001,0.684,0.7030000000000001
2019-02-21 11:00:00,0.537,0.34,0.751,0.8140000000000001,0.762,0.777,0.755,0.8210000000000001,0.742,0.762,0.731,0.6990000000000001
2019-02-21 12:00:00,0.541,0.381,0.8150000000000001,0.867,0.788,0.797,0.767,0.839,0.764,0.774,0.725,0.494
2019-02-21 13:00:00,0.516,0.389,0.8250000000000001,0.862,0.772,0.774,0.721,0.812,0.736,0.742,0.665,0.537
2019-02-21 14:00:00,0.435,0.35,0.787,0.808,0.717,0.705,0.5660000000000001,0.739,0.657,0.663,0.5660000000000001,0.436
2019-02-21 15:00:00,0.371,0.3,0.6970000000000001,0.6990000000000001,0.61,0.585,0.448,0.613,0.526,0.533,0.397,0.251
2019-02-21 16:00:00,0.241,0.214,0.55,0.531,0.455,0.41,0.346,0.431,0.34,0.347,0.229,0.112
2019-02-21 17:00:00,0.124,0.13,0.344,0.298,0.249,0.179,0.127,0.188,0.114,0.116,0.041,0.011
2019-02-21 18:00:00,0.033,0.028,0.096,0.053,0.03,0.002,0.0,0.001,0.0,0.0,0.0,0.0
2019-02-21 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-21 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.004,0.018,0.043
2019-02-22 07:00:00,0.0,0.0,0.001,0.024,0.033,0.121,0.109,0.19,0.129,0.192,0.228,0.285
2019-02-22 08:00:00,0.052,0.038,0.166,0.328,0.206,0.294,0.296,0.391,0.341,0.408,0.435,0.482
2019-02-22 09:00:00,0.292,0.202,0.398,0.561,0.387,0.376,0.47,0.542,0.54,0.5730000000000001,0.586,0.621
2019-02-22 10:00:00,0.503,0.404,0.581,0.725,0.526,0.47,0.553,0.681,0.664,0.683,0.683,0.708
2019-02-22 11:00:00,0.5720000000000001,0.512,0.717,0.8250000000000001,0.549,0.587,0.6000000000000001,0.685,0.722,0.743,0.73,0.749
2019-02-22 12:00:00,0.667,0.5670000000000001,0.797,0.869,0.536,0.635,0.578,0.531,0.711,0.763,0.734,0.741
2019-02-22 13:00:00,0.6880000000000001,0.677,0.812,0.866,0.5630000000000001,0.631,0.477,0.458,0.582,0.733,0.6910000000000001,0.684
2019-02-22 14:00:00,0.6940000000000001,0.721,0.777,0.8150000000000001,0.466,0.5660000000000001,0.34,0.359,0.377,0.655,0.601,0.5710000000000001
2019-02-22 15:00:00,0.672,0.681,0.6880000000000001,0.709,0.249,0.445,0.249,0.252,0.246,0.523,0.458,0.391
2019-02-22 16:00:00,0.5700000000000001,0.5750000000000001,0.541,0.541,0.144,0.305,0.184,0.144,0.117,0.339,0.266,0.214
2019-02-22 17:00:00,0.384,0.392,0.33,0.308,0.07,0.113,0.067,0.05,0.028,0.112,0.054,0.016
2019-02-22 18:00:00,0.14,0.149,0.087,0.055,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-22 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.021,0.051
2019-02-23 07:00:00,0.0,0.0,0.002,0.025,0.01,0.065,0.029,0.059,0.106,0.146,0.234,0.307
2019-02-23 08:00:00,0.098,0.154,0.204,0.329,0.089,0.208,0.11,0.18,0.271,0.335,0.418,0.507
2019-02-23 09:00:00,0.366,0.395,0.431,0.5670000000000001,0.213,0.384,0.202,0.333,0.424,0.498,0.5690000000000001,0.647
2019-02-23 10:00:00,0.581,0.597,0.613,0.736,0.386,0.58,0.408,0.463,0.493,0.643,0.664,0.732
2019-02-23 11:00:00,0.724,0.735,0.738,0.84,0.502,0.712,0.654,0.528,0.52,0.729,0.6970000000000001,0.765
2019-02-23 12:00:00,0.809,0.8140000000000001,0.805,0.886,0.465,0.733,0.726,0.546,0.559,0.754,0.678,0.753
2019-02-23 13:00:00,0.84,0.839,0.8210000000000001,0.883,0.414,0.66,0.717,0.56,0.523,0.724,0.623,0.671
2019-02-23 14:00:00,0.8170000000000001,0.8130000000000001,0.788,0.8300000000000001,0.383,0.583,0.641,0.501,0.503,0.645,0.53,0.5760000000000001
2019-02-23 15:00:00,0.738,0.735,0.7030000000000001,0.72,0.287,0.494,0.467,0.376,0.413,0.515,0.411,0.397
2019-02-23 16:00:00,0.602,0.601,0.56,0.55,0.147,0.317,0.173,0.24,0.231,0.331,0.251,0.146
2019-02-23 17:00:00,0.401,0.406,0.357,0.313,0.059,0.131,0.059,0.104,0.062,0.107,0.053,0.013
2019-02-23 18:00:00,0.137,0.155,0.105,0.05,0.005,0.002,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-23 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.022,0.051
2019-02-24 07:00:00,0.0,0.0,0.002,0.026,0.071,0.094,0.167,0.157,0.121,0.147,0.23,0.297
2019-02-24 08:00:00,0.032,0.16,0.218,0.323,0.34,0.263,0.376,0.336,0.329,0.35,0.431,0.494
2019-02-24 09:00:00,0.167,0.401,0.451,0.559,0.538,0.439,0.56,0.55,0.467,0.523,0.587,0.634
2019-02-24 10:00:00,0.339,0.597,0.633,0.728,0.672,0.585,0.685,0.6980000000000001,0.56,0.64,0.684,0.72
2019-02-24 11:00:00,0.45,0.733,0.749,0.8320000000000001,0.752,0.6900000000000001,0.71,0.761,0.635,0.7030000000000001,0.731,0.756
2019-02-24 12:00:00,0.479,0.8150000000000001,0.802,0.878,0.786,0.726,0.686,0.779,0.652,0.714,0.729,0.744
2019-02-24 13:00:00,0.445,0.841,0.805,0.871,0.781,0.6990000000000001,0.662,0.738,0.631,0.682,0.665,0.682
2019-02-24 14:00:00,0.422,0.8150000000000001,0.737,0.812,0.729,0.5660000000000001,0.5700000000000001,0.667,0.547,0.612,0.5760000000000001,0.547
2019-02-24 15:00:00,0.437,0.737,0.611,0.6940000000000001,0.625,0.386,0.438,0.53,0.428,0.489,0.419,0.374
2019-02-24 16:00:00,0.414,0.603,0.369,0.516,0.426,0.244,0.278,0.335,0.231,0.309,0.246,0.125
2019-02-24 17:00:00,0.316,0.409,0.169,0.262,0.183,0.102,0.093,0.117,0.056,0.097,0.031,0.007
2019-02-24 18:00:00,0.13,0.159,0.029,0.026,0.025,0.001,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-24 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.008,0.048
2019-02-25 07:00:00,0.0,0.0,0.002,0.028,0.065,0.163,0.066,0.157,0.086,0.191,0.162,0.285
2019-02-25 08:00:00,0.027,0.134,0.209,0.328,0.327,0.391,0.246,0.393,0.275,0.404,0.432,0.485
2019-02-25 09:00:00,0.104,0.398,0.442,0.561,0.529,0.5670000000000001,0.465,0.581,0.478,0.5650000000000001,0.596,0.624
2019-02-25 10:00:00,0.175,0.594,0.623,0.722,0.665,0.686,0.63,0.714,0.61,0.6920000000000001,0.6930000000000001,0.719
2019-02-25 11:00:00,0.261,0.73,0.743,0.8200000000000001,0.748,0.753,0.683,0.784,0.686,0.751,0.745,0.757
2019-02-25 12:00:00,0.364,0.807,0.807,0.865,0.781,0.773,0.71,0.79,0.757,0.761,0.744,0.746
2019-02-25 13:00:00,0.497,0.8300000000000001,0.8180000000000001,0.86,0.762,0.749,0.672,0.765,0.735,0.725,0.7000000000000001,0.6910000000000001
2019-02-25 14:00:00,0.653,0.8,0.762,0.806,0.661,0.68,0.598,0.683,0.644,0.633,0.609,0.586
2019-02-25 15:00:00,0.667,0.72,0.6890000000000001,0.6990000000000001,0.495,0.56,0.47,0.528,0.494,0.462,0.464,0.419
2019-02-25 16:00:00,0.554,0.593,0.55,0.534,0.386,0.37,0.3,0.29,0.285,0.298,0.25,0.202
2019-02-25 17:00:00,0.361,0.394,0.344,0.307,0.219,0.152,0.101,0.093,0.091,0.097,0.039,0.016
2019-02-25 18:00:00,0.128,0.144,0.089,0.049,0.036,0.002,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-25 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-26 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.026,0.057
2019-02-26 07:00:00,0.0,0.0,0.003,0.026,0.072,0.156,0.125,0.141,0.118,0.199,0.249,0.307
2019-02-26 08:00:00,0.082,0.086,0.198,0.295,0.332,0.38,0.34,0.37,0.317,0.414,0.46,0.504
2019-02-26 09:00:00,0.303,0.211,0.436,0.536,0.527,0.557,0.5,0.562,0.486,0.587,0.614,0.644
2019-02-26 10:00:00,0.496,0.3,0.606,0.6980000000000001,0.664,0.678,0.612,0.6940000000000001,0.625,0.6970000000000001,0.712,0.73
2019-02-26 11:00:00,0.596,0.374,0.673,0.799,0.751,0.745,0.685,0.762,0.721,0.755,0.76,0.766
2019-02-26 12:00:00,0.684,0.447,0.727,0.846,0.789,0.766,0.687,0.787,0.745,0.766,0.761,0.755
2019-02-26 13:00:00,0.734,0.558,0.72,0.842,0.782,0.735,0.645,0.772,0.719,0.733,0.717,0.7000000000000001
2019-02-26 14:00:00,0.596,0.686,0.654,0.79,0.73,0.652,0.59,0.6990000000000001,0.642,0.653,0.625,0.597
